s/n,Age,Gender,Country,self_employed,family_history,treatment,no_employees,wellness_program,leave,care_options,obs_consequence,Continents,YearMonth
852,21-30,Male,United Kingdom,No,Yes,No,Less than 26,No,Somewhat easy,No,No,Europe,2014-08
853,21-30,Male,Canada,No,No,No,Less than 26,No,Very difficult,No,No,North America,2014-08
854,31-40,Male,United States,No,Yes,No,Less than 26,No,Don't know,Not sure,No,North America,2014-08
855,21-30,Male,United States,No,Yes,No,More than 1000,Yes,Very easy,Yes,No,North America,2014-08
856,51 up,Male,United States,No,No,No,More than 1000,Yes,Very easy,Yes,No,North America,2014-08
857,21-30,Male,United States,No,No,No,Less than 26,Don't know,Somewhat easy,Not sure,No,North America,2014-08
858,31-40,Male,United States,No,No,No,100-500,No,Don't know,No,No,North America,2014-08
859,31-40,Male,United Kingdom,No,Yes,Yes,Less than 26,No,Don't know,No,No,Europe,2014-08
860,31-40,Male,United Kingdom,No,Yes,Yes,Less than 26,No,Don't know,No,No,Europe,2014-08
861,21-30,Male,United Kingdom,Yes,No,Yes,Less than 26,Don't know,Somewhat difficult,Not sure,No,Europe,2014-08
862,21-30,Male,United States,No,No,No,100-500,Don't know,Don't know,No,No,North America,2014-08
863,31-40,Male,United States,No,Yes,Yes,Less than 26,No,Very difficult,Yes,No,North America,2014-08
864,41-50,Male,United States,No,No,Yes,More than 1000,Yes,Somewhat easy,Yes,No,North America,2014-08
865,31-40,Male,United Kingdom,No,No,No,Less than 26,No,Somewhat difficult,No,Yes,Europe,2014-08
866,31-40,Male,United States,No,Yes,Yes,Less than 26,No,Somewhat easy,Yes,No,North America,2014-08
867,31-40,Male,United States,No,No,No,Less than 26,No,Very difficult,Yes,No,North America,2014-08
868,31-40,Male,Germany,Yes,No,No,Less than 26,No,Somewhat easy,Yes,No,Europe,2014-08
869,41-50,Male,Mexico,Yes,No,No,More than 1000,No,Don't know,No,No,North America,2014-08
870,51 up,Male,United States,No,No,Yes,More than 1000,Don't know,Somewhat easy,Yes,No,North America,2014-08
871,31-40,Female,United Kingdom,No,Yes,Yes,100-500,No,Somewhat difficult,No,Yes,Europe,2014-08
872,41-50,Male,United Kingdom,No,No,No,26-100,Yes,Don't know,Yes,Yes,Europe,2014-08
873,31-40,Male,United States,No,No,No,More than 1000,Don't know,Don't know,Not sure,No,North America,2014-08
874,31-40,Male,United States,No,Yes,No,500-1000,No,Very easy,Yes,No,North America,2014-08
875,21-30,Male,United States,Yes,Yes,Yes,Less than 26,No,Very difficult,Not sure,No,North America,2014-08
876,31-40,Male,United States,No,No,No,26-100,Yes,Somewhat easy,No,No,North America,2014-08
877,21-30,Male,United States,No,No,No,More than 1000,No,Don't know,Not sure,No,North America,2014-08
878,21-30,Female,United Kingdom,No,Yes,No,More than 1000,No,Somewhat easy,No,No,Europe,2014-08
879,31-40,Male,United States,No,No,Yes,26-100,No,Very easy,Yes,No,North America,2014-08
880,21-30,Male,United States,No,Yes,Yes,26-100,Don't know,Don't know,Not sure,No,North America,2014-08
881,21-30,Male,United States,No,No,No,26-100,Don't know,Very easy,Yes,No,North America,2014-08
882,31-40,Male,United States,No,No,No,500-1000,Yes,Don't know,No,Yes,North America,2014-08
883,31-40,Male,United States,Yes,No,No,Less than 26,No,Somewhat difficult,No,No,North America,2014-08
884,31-40,Male,United States,No,Yes,Yes,26-100,No,Don't know,Yes,No,North America,2014-08
885,41-50,Male,United States,No,Yes,No,500-1000,No,Don't know,No,No,North America,2014-08
886,31-40,Male,United Kingdom,No,No,Yes,Less than 26,No,Don't know,Not sure,No,Europe,2014-08
887,31-40,Male,United Kingdom,No,Yes,No,500-1000,Yes,Somewhat easy,Yes,No,Europe,2014-08
888,21-30,Male,India,Yes,No,No,100-500,No,Very easy,No,No,Asia,2014-08
889,31-40,Male,United States,No,Yes,No,More than 1000,Yes,Don't know,No,Yes,North America,2014-08
890,41-50,Male,United States,Yes,Yes,No,Less than 26,Don't know,Don't know,Not sure,No,North America,2014-08
891,31-40,Male,United States,Yes,Yes,Yes,Less than 26,No,Very difficult,Yes,No,North America,2014-08
892,21-30,Male,United States,No,Yes,No,100-500,Don't know,Don't know,Not sure,No,North America,2014-08
893,21-30,Male,United States,No,Yes,No,100-500,Don't know,Very difficult,No,No,North America,2014-08
894,31-40,Male,United States,No,Yes,Yes,500-1000,No,Don't know,Not sure,No,North America,2014-08
895,51 up,Male,United States,No,No,No,100-500,No,Somewhat difficult,Not sure,No,North America,2014-08
896,31-40,Male,United States,No,No,No,More than 1000,Yes,Somewhat easy,Yes,No,North America,2014-08
897,31-40,Male,Germany,Yes,No,Yes,Less than 26,No,Somewhat difficult,Not sure,No,Europe,2014-08
898,41-50,Male,United States,Yes,No,No,Less than 26,No,Somewhat easy,Yes,No,North America,2014-08
899,21-30,Male,United States,No,No,No,26-100,No,Somewhat easy,No,No,North America,2014-08
900,21-30,Male,United States,No,Yes,Yes,26-100,No,Don't know,No,No,North America,2014-08
901,41-50,Male,United Kingdom,No,Yes,Yes,26-100,No,Very difficult,No,Yes,Europe,2014-08
902,21-30,Female,United States,Yes,No,Yes,Less than 26,Yes,Very easy,Yes,Yes,North America,2014-08
903,21-30,Male,United Kingdom,Yes,No,No,Less than 26,No,Very easy,Yes,No,Europe,2014-08
904,51 up,Male,United States,Yes,No,No,Less than 26,No,Somewhat difficult,Yes,No,North America,2014-08
905,41-50,Male,United States,No,Yes,Yes,More than 1000,No,Somewhat difficult,Yes,Yes,North America,2014-08
906,21-30,Male,United States,No,No,No,More than 1000,Yes,Don't know,No,No,North America,2014-08
907,21-30,Female,United States,No,Yes,Yes,More than 1000,Yes,Don't know,Yes,No,North America,2014-08
908,31-40,Male,United States,No,No,Yes,500-1000,Don't know,Don't know,Yes,No,North America,2014-08
909,41-50,Male,United States,No,No,Yes,More than 1000,Yes,Don't know,Yes,Yes,North America,2014-08
910,41-50,Male,Australia,No,No,Yes,Less than 26,No,Somewhat easy,No,Yes,Oceania,2014-08
911,51 up,Male,United States,No,No,Yes,Less than 26,No,Don't know,Yes,No,North America,2014-08
912,21-30,Female,United Kingdom,No,Yes,Yes,Less than 26,No,Very easy,No,No,Europe,2014-08
913,31-40,Male,United States,No,Yes,Yes,26-100,No,Somewhat easy,Yes,No,North America,2014-08
914,21-30,Female,Canada,No,Yes,Yes,Less than 26,No,Somewhat easy,Yes,No,North America,2014-08
915,21-30,Male,United Kingdom,No,No,Yes,26-100,No,Somewhat difficult,No,No,Europe,2014-08
916,21-30,Male,United States,Yes,No,No,Less than 26,No,Somewhat easy,Yes,No,North America,2014-08
917,31-40,Male,United Kingdom,Yes,No,Yes,Less than 26,No,Somewhat difficult,No,No,Europe,2014-08
918,31-40,Male,United States,No,No,No,More than 1000,Yes,Very easy,Yes,No,North America,2014-08
919,21-30,Female,United States,No,Yes,Yes,More than 1000,No,Don't know,Not sure,No,North America,2014-08
920,21-30,Male,United States,No,Yes,No,Less than 26,No,Somewhat easy,Not sure,No,North America,2014-08
921,31-40,Male,United States,No,Yes,Yes,26-100,No,Somewhat difficult,Yes,No,North America,2014-08
922,21-30,Male,United States,No,Yes,Yes,26-100,No,Don't know,No,No,North America,2014-08
923,41-50,Male,New Zealand,No,No,Yes,More than 1000,Don't know,Somewhat difficult,Yes,Yes,Oceania,2014-08
924,31-40,Male,United States,No,Yes,No,500-1000,Don't know,Very easy,No,No,North America,2014-08
925,21-30,Male,United States,No,No,No,More than 1000,Yes,Don't know,No,No,North America,2014-08
926,41-50,Male,United States,No,Yes,No,500-1000,No,Don't know,Not sure,No,North America,2014-08
927,21-30,Male,United States,No,No,No,26-100,Yes,Somewhat easy,Yes,No,North America,2014-08
928,21-30,Male,United States,No,No,No,100-500,No,Don't know,No,No,North America,2014-08
929,31-40,Male,United States,No,Yes,No,100-500,Don't know,Very easy,No,No,North America,2014-08
930,31-40,Female,United States,No,Yes,Yes,Less than 26,Yes,Somewhat difficult,Not sure,No,North America,2014-08
931,31-40,Male,United States,No,No,No,Less than 26,No,Very easy,No,No,North America,2014-08
932,41-50,Male,United States,No,No,Yes,100-500,No,Very difficult,Yes,Yes,North America,2014-08
933,31-40,Male,United States,No,Yes,Yes,100-500,No,Very difficult,Not sure,No,North America,2014-08
934,21-30,Male,United States,No,Yes,Yes,More than 1000,No,Very difficult,Not sure,Yes,North America,2014-08
935,31-40,Male,United Kingdom,Yes,Yes,Yes,Less than 26,No,Very difficult,No,No,Europe,2014-08
936,41-50,Male,United States,No,No,Yes,Less than 26,No,Don't know,No,No,North America,2014-08
937,31-40,Male,Netherlands,No,Yes,Yes,Less than 26,No,Don't know,No,Yes,Europe,2014-08
938,31-40,Male,United States,No,No,Yes,More than 1000,Yes,Somewhat easy,Yes,No,North America,2014-08
939,41-50,Male,United States,No,Yes,Yes,Less than 26,Yes,Somewhat difficult,Yes,No,North America,2014-08
940,21-30,Male,United States,No,Yes,Yes,More than 1000,Don't know,Don't know,Yes,No,North America,2014-08
941,31-40,Male,United States,No,Yes,Yes,More than 1000,Yes,Very difficult,Yes,Yes,North America,2014-08
942,31-40,Female,United States,No,Yes,Yes,500-1000,No,Somewhat easy,Yes,No,North America,2014-08
943,31-40,Male,United States,No,Yes,No,100-500,Yes,Don't know,Yes,No,North America,2014-08
944,21-30,Male,United States,No,Yes,Yes,More than 1000,Don't know,Somewhat easy,No,No,North America,2014-08
945,31-40,Male,United States,No,Yes,Yes,26-100,No,Don't know,Yes,No,North America,2014-08
946,41-50,Male,United States,No,No,No,More than 1000,Yes,Don't know,Yes,No,North America,2014-08
947,41-50,Male,United States,No,No,Yes,More than 1000,Yes,Somewhat easy,Yes,No,North America,2014-08
948,31-40,Male,United States,No,No,Yes,More than 1000,Don't know,Very difficult,Yes,No,North America,2014-08
949,31-40,Male,United States,No,Yes,Yes,Less than 26,Don't know,Very easy,Yes,No,North America,2014-08
950,31-40,Male,Netherlands,No,No,Yes,26-100,No,Very easy,Yes,No,Europe,2014-08
951,21-30,Male,United Kingdom,No,Yes,Yes,26-100,No,Somewhat easy,Yes,Yes,Europe,2014-08
952,51 up,Male,South Africa,Yes,No,Yes,Less than 26,No,Very difficult,No,Yes,Africa,2014-08
953,31-40,Female,United States,No,Yes,Yes,Less than 26,No,Don't know,No,No,North America,2014-08
954,31-40,Male,United States,No,No,No,Less than 26,No,Don't know,No,No,North America,2014-08
955,31-40,Male,Germany,No,Yes,Yes,26-100,Yes,Somewhat easy,Not sure,No,Europe,2014-08
956,21-30,Male,United States,No,Yes,No,More than 1000,No,Don't know,No,No,North America,2014-08
957,31-40,Male,Netherlands,Yes,Yes,Yes,Less than 26,Yes,Very easy,Yes,No,Europe,2014-08
958,21-30,Male,United States,No,No,Yes,More than 1000,Don't know,Don't know,Not sure,No,North America,2014-08
959,31-40,Male,United Kingdom,No,No,No,More than 1000,Don't know,Don't know,Not sure,No,Europe,2014-08
960,31-40,Male,United Kingdom,No,No,No,Less than 26,No,Very easy,No,No,Europe,2014-08
961,21-30,Male,Germany,Yes,No,No,Less than 26,No,Somewhat easy,Yes,No,Europe,2014-08
962,31-40,Male,Germany,Yes,No,Yes,26-100,No,Somewhat difficult,No,No,Europe,2014-08
963,21-30,Male,United Kingdom,Yes,Yes,No,Less than 26,No,Don't know,Not sure,No,Europe,2014-08
964,51 up,Male,United Kingdom,No,No,Yes,More than 1000,Yes,Somewhat easy,Yes,Yes,Europe,2014-08
965,31-40,Male,United Kingdom,Yes,Yes,Yes,Less than 26,No,Very difficult,Yes,Yes,Europe,2014-08
966,21-30,Female,United Kingdom,Yes,Yes,Yes,Less than 26,No,Very easy,No,No,Europe,2014-08
967,21-30,Male,United Kingdom,No,No,No,Less than 26,Don't know,Very easy,Not sure,No,Europe,2014-08
968,41-50,Male,United Kingdom,No,Yes,No,100-500,No,Don't know,No,No,Europe,2014-08
969,31-40,Female,United Kingdom,Yes,No,Yes,Less than 26,Yes,Very easy,Yes,No,Europe,2014-08
970,41-50,Male,United States,No,No,No,More than 1000,No,Very difficult,Not sure,Yes,North America,2014-08
971,21-30,Male,United Kingdom,Yes,No,Yes,Less than 26,No,Very difficult,Yes,Yes,Europe,2014-08
972,31-40,Male,United States,No,Yes,Yes,Less than 26,No,Don't know,Not sure,No,North America,2014-08
973,41-50,Male,United States,No,Yes,No,More than 1000,Yes,Don't know,Yes,No,North America,2014-08
974,21-30,Male,Germany,No,No,No,Less than 26,No,Somewhat easy,Not sure,No,Europe,2014-08
975,21-30,Male,Germany,No,No,No,500-1000,Don't know,Don't know,No,No,Europe,2014-08
976,31-40,Male,United States,No,No,No,More than 1000,Yes,Somewhat easy,Yes,Yes,North America,2014-08
977,21-30,Male,France,No,Yes,No,500-1000,Don't know,Somewhat easy,Yes,Yes,Europe,2014-08
978,21-30,Male,Belgium,No,No,No,Less than 26,No,Somewhat easy,No,No,Europe,2014-08
979,21-30,Male,United Kingdom,No,Yes,Yes,26-100,No,Somewhat easy,No,No,Europe,2014-08
980,31-40,Male,United States,No,Yes,Yes,Less than 26,No,Don't know,No,No,North America,2014-08
981,31-40,Female,Canada,Yes,Yes,Yes,Less than 26,No,Somewhat easy,Yes,Yes,North America,2014-08
982,31-40,Female,United Kingdom,No,Yes,Yes,26-100,No,Somewhat easy,Yes,No,Europe,2014-08
983,21-30,Male,United States,No,Yes,Yes,100-500,No,Don't know,Not sure,No,North America,2014-08
984,21-30,Male,Canada,No,No,No,26-100,Yes,Very easy,Not sure,No,North America,2014-08
985,21-30,Male,United Kingdom,No,No,Yes,Less than 26,No,Very easy,No,No,Europe,2014-08
986,31-40,Female,United Kingdom,No,Yes,No,500-1000,No,Somewhat difficult,Not sure,Yes,Europe,2014-08
987,21-30,Male,United Kingdom,No,No,No,Less than 26,No,Somewhat difficult,No,No,Europe,2014-08
988,21-30,Male,United States,No,Yes,No,26-100,Yes,Somewhat easy,Not sure,No,North America,2014-08
989,20 down,Others,Bahamas,Yes,Yes,Yes,Less than 26,Yes,Very easy,Yes,Yes,North America,2014-08
990,31-40,Male,United Kingdom,No,No,No,Less than 26,No,Somewhat easy,No,No,Europe,2014-08
991,20 down,Male,United Kingdom,No,No,No,Less than 26,No,Very easy,No,No,Europe,2014-08
992,21-30,Female,United States,No,Yes,Yes,26-100,Yes,Very easy,Yes,No,North America,2014-08
993,21-30,Male,United Kingdom,Yes,No,No,Less than 26,No,Very easy,Yes,No,Europe,2014-08
994,20 down,Male,India,No,No,Yes,26-100,No,Don't know,No,No,Asia,2014-08
995,31-40,Male,United Kingdom,Yes,No,No,Less than 26,No,Somewhat easy,Not sure,No,Europe,2014-08
996,31-40,Male,United States,No,No,Yes,100-500,No,Very easy,Yes,No,North America,2014-08
997,31-40,Female,United States,No,Yes,No,More than 1000,No,Don't know,Not sure,No,North America,2014-08
998,31-40,Male,United Kingdom,No,No,No,500-1000,No,Don't know,No,No,Europe,2014-08
999,21-30,Male,Sweden,No,No,No,Less than 26,No,Don't know,No,No,Europe,2014-08
1000,21-30,Male,United States,No,Yes,Yes,Less than 26,No,Somewhat easy,Yes,No,North America,2014-08
1001,41-50,Male,United States,No,Yes,Yes,Less than 26,No,Don't know,No,No,North America,2014-08
1002,31-40,Male,United States,No,Yes,Yes,100-500,No,Very easy,Yes,No,North America,2014-08
1003,21-30,Female,United States,No,No,Yes,26-100,No,Don't know,No,Yes,North America,2014-08
1004,31-40,Male,United Kingdom,No,Yes,Yes,Less than 26,No,Very easy,Yes,Yes,Europe,2014-08
1005,31-40,Male,United Kingdom,No,No,No,500-1000,No,Very easy,No,No,Europe,2014-08
1006,31-40,Male,United States,No,Yes,Yes,100-500,No,Very easy,Yes,No,North America,2014-08
1007,31-40,Male,United States,No,No,No,100-500,No,Don't know,No,No,North America,2014-08
1008,31-40,Male,United States,No,Yes,Yes,Less than 26,No,Somewhat easy,Yes,No,North America,2014-08
1009,41-50,Female,United States,No,No,No,100-500,No,Don't know,Not sure,No,North America,2014-08
1010,31-40,Male,United States,No,No,No,More than 1000,Yes,Don't know,Yes,No,North America,2014-08
1011,31-40,Female,United States,Yes,No,No,Less than 26,Don't know,Somewhat easy,Yes,No,North America,2014-08
1012,21-30,Female,United States,No,Yes,No,More than 1000,No,Somewhat difficult,Yes,Yes,North America,2014-08
1013,31-40,Female,United States,No,Yes,No,26-100,Don't know,Don't know,Not sure,No,North America,2014-08
1014,31-40,Male,United States,No,No,No,More than 1000,Yes,Don't know,Not sure,No,North America,2014-08
1015,21-30,Male,Israel,No,No,No,100-500,No,Very easy,Not sure,No,Asia,2014-08
1016,21-30,Female,United States,No,No,No,Less than 26,No,Somewhat easy,Not sure,No,North America,2014-08
1017,41-50,Female,United States,No,No,Yes,More than 1000,Yes,Don't know,Yes,Yes,North America,2014-08
1018,21-30,Male,United States,No,Yes,Yes,26-100,No,Don't know,No,No,North America,2014-08
1019,21-30,Male,United States,No,No,No,26-100,No,Somewhat easy,No,Yes,North America,2014-08
1020,20 down,Male,Canada,No,No,No,26-100,No,Somewhat easy,No,No,North America,2014-08
1021,21-30,Female,United States,No,Yes,Yes,500-1000,Yes,Somewhat easy,Yes,Yes,North America,2014-08
1022,31-40,Male,United States,No,No,No,Less than 26,Yes,Somewhat easy,Yes,No,North America,2014-08
1023,31-40,Male,United Kingdom,No,No,No,Less than 26,No,Don't know,No,No,Europe,2014-08
1024,31-40,Male,United States,No,Yes,No,26-100,No,Somewhat easy,No,No,North America,2014-08
1025,41-50,Male,United States,No,Yes,Yes,Less than 26,No,Don't know,No,No,North America,2014-08
1026,21-30,Female,United States,No,No,No,More than 1000,Yes,Don't know,Yes,No,North America,2014-08
1027,20 down,Male,United States,No,No,No,Less than 26,No,Don't know,Not sure,No,North America,2014-08
1028,31-40,Female,United States,No,Yes,No,100-500,Yes,Don't know,Yes,No,North America,2014-08
1029,31-40,Male,United States,No,No,No,More than 1000,Yes,Don't know,Not sure,No,North America,2014-08
1030,21-30,Male,United States,No,Yes,No,Less than 26,No,Don't know,Not sure,No,North America,2014-08
1031,31-40,Male,United States,No,Yes,Yes,Less than 26,Don't know,Don't know,Not sure,No,North America,2014-08
1032,31-40,Male,United States,No,Yes,No,More than 1000,Yes,Don't know,Not sure,No,North America,2014-08
1033,31-40,Female,United States,No,Yes,Yes,26-100,No,Very difficult,No,Yes,North America,2014-08
1034,31-40,Male,United States,No,No,No,100-500,No,Don't know,No,Yes,North America,2014-08
1035,31-40,Male,Canada,No,Yes,No,Less than 26,No,Don't know,Yes,No,North America,2014-08
1036,21-30,Male,Australia,No,Yes,Yes,26-100,No,Don't know,No,No,Oceania,2014-08
1037,41-50,Male,United States,No,No,No,More than 1000,Don't know,Don't know,No,No,North America,2014-08
1038,31-40,Female,United States,No,No,No,Less than 26,No,Very easy,Not sure,No,North America,2014-08
1039,31-40,Male,United States,No,No,No,Less than 26,No,Don't know,No,No,North America,2014-08
1040,21-30,Female,United States,No,Yes,Yes,26-100,No,Somewhat easy,No,No,North America,2014-08
1041,31-40,Male,United States,No,No,No,Less than 26,Don't know,Don't know,No,No,North America,2014-08
1042,31-40,Male,United States,No,Yes,Yes,More than 1000,No,Don't know,Yes,No,North America,2014-08
1043,21-30,Male,United States,No,No,Yes,Less than 26,No,Don't know,Yes,No,North America,2014-08
1044,21-30,Female,United Kingdom,No,No,Yes,More than 1000,No,Don't know,Yes,Yes,Europe,2014-08
1045,21-30,Female,Canada,No,Yes,Yes,100-500,No,Don't know,Not sure,No,North America,2014-08
1046,31-40,Male,Italy,No,Yes,Yes,Less than 26,No,Somewhat easy,Not sure,No,Europe,2014-08
1047,21-30,Male,Brazil,No,Yes,No,100-500,No,Somewhat easy,No,Yes,South America,2014-08
1048,41-50,Male,United States,Yes,No,Yes,Less than 26,Yes,Very difficult,Yes,Yes,North America,2014-08
1049,31-40,Male,United Kingdom,Yes,Yes,Yes,Less than 26,Yes,Somewhat difficult,Yes,Yes,Europe,2014-08
1050,21-30,Female,United States,No,Yes,Yes,More than 1000,No,Don't know,Yes,Yes,North America,2014-08
1051,21-30,Female,United States,No,Yes,No,26-100,No,Somewhat difficult,No,No,North America,2014-08
1052,31-40,Male,Switzerland,No,Yes,Yes,More than 1000,No,Very easy,Not sure,No,Europe,2014-08
1053,31-40,Male,United States,No,No,No,Less than 26,Don't know,Very easy,Not sure,No,North America,2014-08
1054,41-50,Male,United States,No,No,No,More than 1000,No,Don't know,No,No,North America,2014-08
1055,31-40,Male,United States,No,Yes,Yes,500-1000,No,Very easy,Yes,No,North America,2014-08
1056,21-30,Male,United States,No,No,No,Less than 26,No,Don't know,No,No,North America,2014-08
1057,31-40,Male,United States,Yes,No,No,Less than 26,No,Very easy,No,No,North America,2014-08
1058,31-40,Male,Canada,No,Yes,Yes,More than 1000,Don't know,Don't know,Not sure,No,North America,2014-08
1059,21-30,Female,United States,No,No,Yes,Less than 26,Don't know,Very easy,Yes,No,North America,2014-08
1060,21-30,Female,United States,No,No,Yes,More than 1000,No,Somewhat easy,No,No,North America,2014-08
1061,21-30,Male,United States,No,No,Yes,100-500,No,Very difficult,Not sure,No,North America,2014-08
1062,41-50,Male,United States,Yes,No,No,Less than 26,No,Somewhat difficult,No,No,North America,2014-08
1063,21-30,Male,United States,No,No,Yes,Less than 26,No,Somewhat easy,No,No,North America,2014-08
1064,21-30,Male,Germany,No,Yes,Yes,Less than 26,No,Somewhat easy,No,No,Europe,2014-08
1065,21-30,Male,South Africa,No,Yes,Yes,Less than 26,No,Don't know,No,Yes,Africa,2014-08
1066,31-40,Male,United States,No,No,No,Less than 26,Don't know,Somewhat easy,Not sure,No,North America,2014-08
1067,21-30,Male,United States,No,No,No,More than 1000,No,Somewhat difficult,Yes,No,North America,2014-08
1068,41-50,Male,United States,No,No,No,26-100,Yes,Don't know,Yes,No,North America,2014-08
1069,31-40,Male,Greece,No,No,No,26-100,No,Very difficult,No,No,Europe,2014-08
1070,31-40,Female,United States,No,No,Yes,Less than 26,No,Don't know,No,No,North America,2014-08
1071,41-50,Male,United States,No,No,No,More than 1000,No,Don't know,Not sure,No,North America,2014-08
1072,41-50,Male,United States,No,No,No,More than 1000,Yes,Don't know,Yes,Yes,North America,2014-08
1073,21-30,Male,United States,No,No,No,More than 1000,No,Don't know,No,No,North America,2014-08
1074,31-40,Male,United States,No,No,Yes,100-500,No,Somewhat easy,Yes,No,North America,2014-08
1075,31-40,Male,United States,No,Yes,Yes,More than 1000,Yes,Don't know,Yes,Yes,North America,2014-08
1076,41-50,Male,United States,Yes,Yes,Yes,Less than 26,No,Don't know,Not sure,No,North America,2014-08
1077,21-30,Female,United States,No,Yes,Yes,More than 1000,Yes,Very difficult,Yes,Yes,North America,2014-08
1078,31-40,Female,United States,No,Yes,Yes,26-100,No,Don't know,Yes,No,North America,2014-08
1079,31-40,Male,Netherlands,Yes,No,Yes,Less than 26,No,Very difficult,No,No,Europe,2014-08
1080,21-30,Male,United States,No,Yes,Yes,Less than 26,No,Very easy,Yes,No,North America,2014-08
1081,21-30,Male,Netherlands,No,Yes,Yes,Less than 26,Don't know,Very difficult,Not sure,No,Europe,2014-08
1082,21-30,Female,United States,No,Yes,Yes,More than 1000,No,Somewhat difficult,No,No,North America,2014-08
1083,31-40,Female,Canada,No,Yes,Yes,26-100,Yes,Somewhat easy,No,No,North America,2014-08
1084,31-40,Male,United Kingdom,No,Yes,Yes,Less than 26,Yes,Somewhat easy,Yes,No,Europe,2014-08
1085,31-40,Male,Germany,No,No,No,Less than 26,No,Very easy,No,No,Europe,2014-08
1086,41-50,Male,Germany,No,No,Yes,More than 1000,No,Somewhat difficult,No,No,Europe,2014-08
1087,31-40,Male,United States,No,Yes,No,More than 1000,Yes,Don't know,Not sure,No,North America,2014-08
1088,31-40,Male,United States,No,No,Yes,26-100,Yes,Don't know,Yes,No,North America,2014-08
1089,21-30,Female,United States,No,Yes,Yes,100-500,Don't know,Don't know,Yes,No,North America,2014-08
1090,20 down,Male,United States,Yes,No,No,Less than 26,No,Very easy,Yes,No,North America,2014-08
1091,41-50,Male,United States,No,Yes,No,100-500,No,Somewhat easy,Yes,No,North America,2014-08
1092,31-40,Male,United States,No,Yes,Yes,100-500,No,Very difficult,Yes,No,North America,2014-08
1093,21-30,Male,United States,No,No,Yes,More than 1000,Yes,Don't know,Yes,No,North America,2014-08
1094,31-40,Male,United States,No,No,Yes,100-500,No,Very easy,No,No,North America,2014-08
1095,31-40,Male,United States,Yes,No,Yes,Less than 26,No,Very difficult,Yes,Yes,North America,2014-08
1096,21-30,Male,United States,No,Yes,Yes,Less than 26,No,Very easy,No,No,North America,2014-08
1097,31-40,Male,United States,No,Yes,Yes,More than 1000,Yes,Somewhat difficult,Not sure,Yes,North America,2014-08
1098,21-30,Male,United States,No,No,No,More than 1000,Yes,Somewhat easy,Not sure,No,North America,2014-08
1099,41-50,Male,United States,No,No,No,500-1000,No,Don't know,No,No,North America,2014-08
1100,21-30,Male,United States,No,No,No,Less than 26,No,Don't know,Not sure,No,North America,2014-08
1101,21-30,Male,United States,No,Yes,No,100-500,No,Don't know,Not sure,No,North America,2014-08
1102,31-40,Female,Canada,Yes,Yes,Yes,Less than 26,No,Very difficult,Yes,Yes,North America,2014-08
1103,31-40,Female,United States,No,Yes,No,Less than 26,No,Somewhat easy,No,No,North America,2014-08
1104,41-50,Male,United States,No,No,No,Less than 26,No,Don't know,No,No,North America,2014-08
1105,21-30,Male,United States,No,No,Yes,Less than 26,No,Somewhat easy,Yes,No,North America,2014-08
1106,41-50,Male,France,Yes,No,Yes,26-100,No,Don't know,No,No,Europe,2014-08
1107,21-30,Male,Australia,No,Yes,Yes,26-100,Don't know,Very easy,No,No,Oceania,2014-08
1108,31-40,Female,United States,No,No,Yes,More than 1000,Don't know,Don't know,Yes,No,North America,2014-08
1109,21-30,Male,India,No,No,No,Less than 26,No,Very easy,No,No,Asia,2014-08
1110,31-40,Male,Croatia,No,Yes,Yes,Less than 26,No,Very easy,Yes,No,Europe,2014-08
1111,21-30,Male,France,No,No,Yes,Less than 26,No,Somewhat easy,No,No,Europe,2014-08
1112,31-40,Male,Germany,No,No,No,Less than 26,No,Don't know,Not sure,No,Europe,2014-08
1113,21-30,Male,United States,No,Yes,Yes,Less than 26,Don't know,Very easy,No,No,North America,2014-08
1114,31-40,Male,United States,No,No,No,More than 1000,Don't know,Somewhat easy,Not sure,No,North America,2014-08
1115,21-30,Male,Canada,No,No,No,26-100,No,Don't know,Yes,Yes,North America,2014-08
1116,31-40,Male,United Kingdom,No,No,Yes,100-500,No,Very easy,Not sure,No,Europe,2014-08
1117,41-50,Male,United States,No,Yes,Yes,Less than 26,No,Don't know,Yes,No,North America,2014-08
1118,31-40,Male,United States,No,Yes,Yes,More than 1000,Yes,Somewhat easy,Yes,No,North America,2014-08
1119,31-40,Male,United States,No,No,No,Less than 26,No,Don't know,Yes,No,North America,2014-08
1120,31-40,Male,United Kingdom,Yes,No,Yes,Less than 26,Yes,Very easy,Yes,Yes,Europe,2014-08
1121,41-50,Male,United Kingdom,No,No,Yes,More than 1000,No,Don't know,No,No,Europe,2014-08
1122,31-40,Female,United Kingdom,No,No,Yes,100-500,No,Very easy,Not sure,No,Europe,2014-08
1123,41-50,Female,United States,No,No,Yes,26-100,Don't know,Don't know,No,No,North America,2014-08
1124,31-40,Male,United States,No,No,No,Less than 26,Don't know,Don't know,Not sure,No,North America,2014-08
1125,21-30,Male,Germany,Yes,Yes,Yes,Less than 26,No,Don't know,No,Yes,Europe,2014-08
1126,20 down,Female,United States,No,No,Yes,26-100,Don't know,Don't know,Not sure,No,North America,2014-08
1127,20 down,Others,United States,Yes,Yes,Yes,Less than 26,Yes,Very easy,Yes,Yes,North America,2014-08
1128,31-40,Male,Netherlands,No,Yes,No,Less than 26,No,Somewhat easy,No,No,Europe,2014-08
